Fuel Type Code,Station Name,Street Address,Intersection Directions,City,State,ZIP,Plus4,Station Phone,Status Code,Expected Date,Groups With Access Code,Access Days Time,Cards Accepted,BD Blends,NG Fill Type Code,NG PSI,EV Level1 EVSE Num,EV Level2 EVSE Num,EV DC Fast Count,EV Other Info,EV Network,EV Network Web,Geocode Status,Latitude,Longitude,Date Last Confirmed,ID,Updated At,Owner Type Code,Federal Agency ID,Federal Agency Name,Open Date,Hydrogen Status Link,NG Vehicle Class,LPG Primary,E85 Blender Pump,EV Connector Types,Country,Intersection Directions (French),Access Days Time (French),BD Blends (French),Groups With Access Code (French),Hydrogen is Retail,Access Code,Access Detail Code,Federal Agency Code,Facility Type,CNG Dispenser Num,CNG On-Site Renewable Source,CNG Total Compression Capacity,CNG Storage Capacity,LNG On-Site Renewable Source,E85 Other Ethanol Blends,EV Pricing,EV Pricing (French),LPG Nozzle Types,Hydrogen Pressures,Hydrogen Standards,CNG Fill Type Code,CNG PSI,CNG Vehicle Class,LNG Vehicle Class,EV On-Site Renewable Source,Georeference,NYS Municipal Boundaries 2,New York Zip Codes 2,Counties 2
ELEC,CASE CENTER LOT PALAMOUNTAIN,Perimeter Rd,,Saratoga Springs,NY,12866,,888-758-4389,E,,Public,24 hours daily,,,,,,2.0,,,ChargePoint Network,{'url': 'http://www.chargepoint.com/'},GPS,43.098201,-73.783743,2021-07-15T00:00:00.000,123549,2021-07-15 00:25:19,,,,2019-06-05T00:00:00.000,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,"{'type': 'Point', 'coordinates': [-73.783743, 43.098201]}",994,147,2141
ELEC,Legend Nissan,268 Jericho Turnpike,,Syosset,NY,11791,,516-496-8181,E,,Public,Dealership business hours,,,,,,1.0,,,Non-Networked,,200-9,40.809865,-73.507761,2020-06-09T00:00:00.000,44203,2021-03-11 23:22:17,P,,,2011-11-30T00:00:00.000,,,,,J1772,US,,,,Public,,public,,,CAR_DEALER,,,,,,,Free,,,,,,,,,,"{'type': 'Point', 'coordinates': [-73.507761, 40.809865]}",59,1431,2094
ELEC,SHINEMAN SOUTH SHINEMAN 03,309 Washington Blvd SUNY Oswego PERMIT REQUIR,,Oswego,NY,13126,,888-758-4389,E,,Public,24 hours daily,,,,,,2.0,,,ChargePoint Network,{'url': 'http://www.chargepoint.com/'},GPS,43.454273,-76.537776,2021-07-15T00:00:00.000,180160,2021-07-15 00:25:19,,,,2021-01-27T00:00:00.000,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,"{'type': 'Point', 'coordinates': [-76.537776, 43.454273]}",239,667,2135
ELEC,N SYR  LOT N SYRACUSE,106 Fergerson Ave,,Syracuse,NY,13212,,888-758-4389,E,,Public,24 hours daily,,,,,,2.0,,,ChargePoint Network,{'url': 'http://www.chargepoint.com/'},GPS,43.135279,-76.130647,2021-07-15T00:00:00.000,162142,2021-07-15 00:25:19,,,,2020-06-12T00:00:00.000,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,"{'type': 'Point', 'coordinates': [-76.130647, 43.135279]}",703,730,2132
ELEC,Marshall & Sons,701 Montauk Hwy,,Montauk,NY,11954,,866-816-7584,E,,Public - Credit card at all times,24 hours daily,A D Debit M V,,,,,4.0,,,EV Connect,{'url': 'http://evconnect.com/'},GPS,41.033512,-71.94654,2020-07-13T00:00:00.000,163945,2021-03-11 23:22:17,P,,,2020-06-26T00:00:00.000,,,,,J1772,US,,,,Public - Carte de crédit en tout temps,,public,CREDIT_CARD_ALWAYS,,FUEL_RESELLER,,,,,,,,,,,,,,,,,"{'type': 'Point', 'coordinates': [-71.94654, 41.033512]}",1021,1637,2179
ELEC,Staples Plaza - Tesla Supercharger,3379 Crompond Road,,Yorktown Heights,NY,10589,,877-798-3752,E,,Public,24 hours daily; for Tesla use only,,,,,,,12.0,,Tesla,{'url': 'http://www.teslamotors.com/supercharger'},200-8,41.2905,-73.8325,2020-08-10T00:00:00.000,149366,2021-03-11 23:22:17,P,,,2019-09-30T00:00:00.000,,,,,TESLA,US,,,,Public,,public,,,,,,,,,,$0.28 per kWh; $0.26 per minute above 60 kW and $0.13 per minute at or below 60 kW,,,,,,,,,,"{'type': 'Point', 'coordinates': [-73.8325, 41.2905]}",947,1352,2185
ELEC,799 SENECA STATION 14,799 Seneca St,,Buffalo,NY,14210,,888-758-4389,E,,Public,Mon 5:00pm - 10:00pm; Tue 5:00pm - 10:00pm; Wed 5:00pm - 10:00pm; Thu 5:00pm - 10:00pm; Fri 5:00pm - 10:00pm; Sat 8:00am - 10:00pm; Sun 8:00am - 10:00pm,,,,,,1.0,,,ChargePoint Network,{'url': 'http://www.chargepoint.com/'},GPS,42.875099,-78.847289,2021-07-15T00:00:00.000,191253,2021-07-15 00:25:19,,,,2021-06-19T00:00:00.000,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,"{'type': 'Point', 'coordinates': [-78.847289, 42.875099]}",300,66,2041
ELEC,HUDSON VALLEY VW_408151_A,1148 Old Rte 9,,Wappingers Falls,NY,12590,,888-758-4389,E,,Public,24 hours daily,,,,,,2.0,,,ChargePoint Network,{'url': 'http://www.chargepoint.com/'},GPS,41.566517,-73.906339,2021-07-15T00:00:00.000,162428,2021-07-15 00:25:19,,,,2020-06-12T00:00:00.000,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,"{'type': 'Point', 'coordinates': [-73.906339, 41.566517]}",604,1018,2040
ELEC,STATION 1 SCRIBNERS,13 Scribner Hollow Rd,,Hunter,NY,12442,,888-758-4389,E,,Public,24 hours daily,,,,,,2.0,,,ChargePoint Network,{'url': 'http://www.chargepoint.com/'},GPS,42.203996,-74.196529,2021-07-15T00:00:00.000,162331,2021-07-15 00:25:19,,,,2020-06-12T00:00:00.000,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,"{'type': 'Point', 'coordinates': [-74.196529, 42.203996]}",755,192,2087
ELEC,Mather Hospital,75 North County Rd,,Port Jefferson,NY,11777,,866-816-7584,E,,Public,24 hours daily,,,,,,4.0,,,EV Connect,{'url': 'http://evconnect.com/'},GPS,40.93961,-73.053579,2021-03-15T00:00:00.000,185627,2021-03-15 13:14:11,P,,,,,,,,J1772,US,,,,Public,,public,,,HOSPITAL,,,,,,,,,,,,,,,,,"{'type': 'Point', 'coordinates': [-73.053579, 40.93961]}",1022,1324,2179
ELEC,Gedney Park,155 Millwood Rd,,Chappaqua,NY,10514,,866-816-7584,E,,Public,24 hours daily,,,,,,1.0,,,EV Connect,{'url': 'http://evconnect.com/'},GPS,41.184415,-73.7961799999999,2020-04-08T00:00:00.000,123070,2021-03-11 23:22:17,P,,,2019-04-01T00:00:00.000,,,,,J1772,US,,,,Public,,public,,,PARK,,,,,,,,,,,,,,,,,"{'type': 'Point', 'coordinates': [-73.7961799999999, 41.184415]}",961,1202,2185
ELEC,LOCKS PLAZA LOCK PLAZA,1 Locks Plaza,,Lockport,NY,14094,,888-758-4389,E,,Public,24 hours daily,,,,,,2.0,,,ChargePoint Network,{'url': 'http://www.chargepoint.com/'},GPS,43.16932,-78.695433,2021-07-15T00:00:00.000,162160,2021-07-15 00:25:19,,,,2020-06-12T00:00:00.000,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,"{'type': 'Point', 'coordinates': [-78.695433, 43.16932]}",163,930,2131
ELEC,S.A.N.Y. STATION THREE,1001 Park Ave,,Syracuse,NY,13204,,888-758-4389,E,,Public,24 hours daily,,,,,,1.0,,,ChargePoint Network,{'url': 'http://www.chargepoint.com/'},GPS,43.051933,-76.180115,2021-07-15T00:00:00.000,165173,2021-07-15 00:25:19,,,,2020-08-12T00:00:00.000,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,"{'type': 'Point', 'coordinates': [-76.180115, 43.051933]}",687,713,2132
ELEC,VILLAGEHALL RHINEBECK 2,55 E Market St,,Rhinebeck,NY,12572,,888-758-4389,E,,Public,24 hours daily,,,,,,2.0,,,ChargePoint Network,{'url': 'http://www.chargepoint.com/'},GPS,41.927273,-73.91065,2021-07-15T00:00:00.000,175155,2021-07-15 00:25:19,,,,2021-01-27T00:00:00.000,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,"{'type': 'Point', 'coordinates': [-73.91065, 41.927273]}",607,1006,2040
ELEC,NATIONAL GRID SUNY IT,Campus Loop Rd,,Utica,NY,13502,,888-758-4389,E,,Public,24 hours daily,,,,,,2.0,,,ChargePoint Network,{'url': 'http://www.chargepoint.com/'},GPS,43.135329,-75.227342,2021-07-15T00:00:00.000,162236,2021-07-15 00:25:19,,,,2020-06-12T00:00:00.000,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,"{'type': 'Point', 'coordinates': [-75.227342, 43.135329]}",923,1465,625
ELEC,Parkit 10 Wooster St. - Tesla Destination,6-10 Wooster St,,New York,NY,10013,,212-431-1034  877-798-3752,E,,Public,24 hours daily; for customer use only; see valet for access,,,,,,3.0,,,Tesla Destination,{'url': 'https://www.tesla.com/destination-charging'},200-9,40.721131,-74.00357,2020-11-03T00:00:00.000,115174,2021-03-11 23:22:17,P,,,2015-02-01T00:00:00.000,,,,,J1772 TESLA,US,,,,Public,,public,,,PAY_GARAGE,,,,,,,Free,,,,,,,,,,"{'type': 'Point', 'coordinates': [-74.00357, 40.721131]}",749,737,2095
ELEC,"Walgreens - Brooklyn, NY #15097",589 Prospect Avenue,"$2.00 first hour, billed at start. $2.00 per plug hour thereafter.",Brooklyn,NY,11215,,800-663-5633,E,,Public,MO: 12:00am-12:00am; TU: 12:00am-12:00am; WE: 12:00am-12:00am; TH: 12:00am-12:00am; FR: 12:00am-12:00am; SA: 12:00am-12:00am; SU: 12:00am-12:00am,,,,,,1.0,,,SemaCharge Network,{'url': 'https://semaconnect.com/'},GPS,40.6567801,-73.9777597,2021-07-15T00:00:00.000,148167,2021-07-15 00:17:31,,,,2018-10-09T00:00:00.000,,,,,J1772,US,,,,Public,,public,,,,,,,,,,$2.00/Hr Parking Fee,,,,,,,,,,"{'type': 'Point', 'coordinates': [-73.9777597, 40.6567801]}",894,893,2090
ELEC,OSSINING TOWN CEDAR LANE,Cedar Lane Park 235 Cedar Lane,,Ossining,NY,10562,,888-758-4389,E,,Public,24 hours daily,,,,,,2.0,,,ChargePoint Network,{'url': 'http://www.chargepoint.com/'},GPS,41.191609,-73.854692,2021-07-15T00:00:00.000,162298,2021-07-15 00:25:19,,,,2020-06-12T00:00:00.000,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,"{'type': 'Point', 'coordinates': [-73.854692, 41.191609]}",961,1333,2185
ELEC,Rapidpark 44 State Street - Tesla Destination,44 State St,,Brooklyn,NY,11201,,718-624-5955  877-798-3752,E,,Public,24 hours daily; see valet for access,,,,,,3.0,,,Tesla Destination,{'url': 'https://www.tesla.com/destination-charging'},200-8,40.691871,-73.998307,2020-11-03T00:00:00.000,114905,2021-03-11 23:22:17,P,,,2017-09-01T00:00:00.000,,,,,J1772 TESLA,US,,,,Public,,public,,,PAY_GARAGE,,,,,,,Free,,,,,,,,,,"{'type': 'Point', 'coordinates': [-73.998307, 40.691871]}",894,880,2090
ELEC,AUSTERLITZ EVSE AUSTERLITZ EVSE,812 NY-203,,Spencertown,NY,12165,,888-758-4389,E,,Public,24 hours daily,,,,,,2.0,,,ChargePoint Network,{'url': 'http://www.chargepoint.com/'},GPS,42.323037,-73.545487,2021-07-15T00:00:00.000,162193,2021-07-15 00:25:19,,,,2020-06-12T00:00:00.000,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,"{'type': 'Point', 'coordinates': [-73.545487, 42.323037]}",526,1161,619
ELEC,Bristol Harbour Resort,5410 Seneca Point Rd,,Canandaigua,NY,14424,,585-396-0060,E,,Public,Resort business hours; guest and visitor use only,,,,,,1.0,,,Non-Networked,,GPS,42.753957,-77.336811,2020-06-09T00:00:00.000,62508,2021-03-11 23:22:17,P,,,2014-07-15T00:00:00.000,,,,,J1772,US,,,,Public,,public,,,HOTEL,,,,,,,Free,,,,,,,,,,"{'type': 'Point', 'coordinates': [-77.336811, 42.753957]}",800,178,2133
ELEC,610 Warren Street - Tesla Destination,610 Warren Street,,Brooklyn,NY,11217,,877-798-3752  877-798-3752,E,,Public,24 hours daily; for customer use only; see front desk for access,,,,,,6.0,,,Tesla Destination,{'url': 'https://www.tesla.com/destination-charging'},200-9,40.681274,-73.981216,2020-11-03T00:00:00.000,168558,2021-03-11 23:22:17,P,,,2020-11-03T00:00:00.000,,,,,TESLA,US,,,,Public,,public,,,,,,,,,,Free,,,,,,,,,,"{'type': 'Point', 'coordinates': [-73.981216, 40.681274]}",894,895,2090
ELEC,WFM - NORTHEAST WHOLE FOODS 2,214 3rd St,,Gowanus,NY,11215,,888-758-4389,E,,Public,24 hours daily,,,,,,2.0,,,ChargePoint Network,{'url': 'http://www.chargepoint.com/'},GPS,40.674884,-73.989524,2021-07-15T00:00:00.000,154371,2021-07-15 00:25:19,,,,2020-03-07T00:00:00.000,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,"{'type': 'Point', 'coordinates': [-73.989524, 40.674884]}",894,893,2090
ELEC,Cabela's Crossing - Tesla Supercharger,2013 Walden Avenue,,Cheektowaga,NY,14225,,877-798-3752,E,,Public,24 hours daily; for Tesla use only,,,,,,,8.0,,Tesla,{'url': 'http://www.teslamotors.com/supercharger'},GPS,42.907291,-78.7622,2020-08-10T00:00:00.000,153790,2021-03-11 23:22:17,P,,,2020-02-14T00:00:00.000,,,,,TESLA,US,,,,Public,,public,,,RESTAURANT,,,,,,,$0.28 per kWh; $0.26 per minute above 60 kW and $0.13 per minute at or below 60 kW,,,,,,,,,,"{'type': 'Point', 'coordinates': [-78.7622, 42.907291]}",298,160,2041
ELEC,854ELLICOTT 134 HIGH ST 7,1040 Michigan Ave,,Buffalo,NY,14203,,888-758-4389,E,,Public,24 hours daily,,,,,,2.0,,,ChargePoint Network,{'url': 'http://www.chargepoint.com/'},GPS,42.901386,-78.863949,2021-07-15T00:00:00.000,181847,2021-07-15 00:25:19,,,,2021-01-27T00:00:00.000,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,"{'type': 'Point', 'coordinates': [-78.863949, 42.901386]}",300,34,2041
ELEC,MOHAWK HARBOR01 STATION #4,200 Harborside Dr,,Schenectady,NY,12305,,888-758-4389,E,,Public,24 hours daily,,,,,,2.0,,,ChargePoint Network,{'url': 'http://www.chargepoint.com/'},GPS,42.824318,-73.931979,2021-07-15T00:00:00.000,181904,2021-07-15 00:25:19,,,,2021-01-27T00:00:00.000,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,"{'type': 'Point', 'coordinates': [-73.931979, 42.824318]}",104,74,2142
ELEC,IMPark 353 4th Ave - Tesla Destination,353 4th Ave,,Brooklyn,NY,11215,,212-937-8660  877-798-3752,E,,Public,24 hours daily; pay lot; see valet for access,,,,,,4.0,,,Tesla Destination,{'url': 'https://www.tesla.com/destination-charging'},200-8,40.672845,-73.986284,2020-11-03T00:00:00.000,122475,2021-03-11 23:22:17,P,,,2019-03-01T00:00:00.000,,,,,TESLA,US,,,,Public,,public,,,,,,,,,,Free,,,,,,,,,,"{'type': 'Point', 'coordinates': [-73.986284, 40.672845]}",894,893,2090
ELEC,SUNY BUFFALO PARKER 1,185 Hayes Rd,,Buffalo,NY,14214,,888-758-4389,E,,Public,24 hours daily,,,,,,2.0,,,ChargePoint Network,{'url': 'http://www.chargepoint.com/'},GPS,42.951099,-78.822518,2021-07-15T00:00:00.000,182228,2021-07-15 00:25:19,,,,2021-01-27T00:00:00.000,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,"{'type': 'Point', 'coordinates': [-78.822518, 42.951099]}",300,70,2041
ELEC,Shults Nissan,311 Fluvanna Ave,,Jamestown,NY,14701,,716-484-2780,E,,Public - Call ahead,Dealership business hours,,,,,,1.0,,,Non-Networked,,200-9,42.115661,-79.253776,2020-06-09T00:00:00.000,49932,2021-03-11 23:22:17,P,,,2012-10-25T00:00:00.000,,,,,J1772,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,,"{'type': 'Point', 'coordinates': [-79.253776, 42.115661]}",209,1687,2035
ELEC,SUNY BUFFALO PARKER 6,185 Hayes Rd,,Buffalo,NY,14214,,888-758-4389,E,,Public,24 hours daily,,,,,,2.0,,,ChargePoint Network,{'url': 'http://www.chargepoint.com/'},GPS,42.951019,-78.822603,2021-07-15T00:00:00.000,182223,2021-07-15 00:25:19,,,,2021-01-27T00:00:00.000,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,"{'type': 'Point', 'coordinates': [-78.822603, 42.951019]}",300,70,2041
ELEC,HGI TROY HILTON TROY 1.2,243 Hoosick St,,Troy,NY,12180,,888-758-4389,E,,Public,24 hours daily,,,,,,2.0,,,ChargePoint Network,{'url': 'http://www.chargepoint.com/'},GPS,42.739586,-73.67092,2021-07-15T00:00:00.000,175418,2021-07-15 00:25:19,,,,2021-01-27T00:00:00.000,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,"{'type': 'Point', 'coordinates': [-73.67092, 42.739586]}",110,11,2138
ELEC,EXECUTIVE PARK #1,2 Executive Blvd,,Montebello,NY,10901,,888-758-4389,E,,Public,24 hours daily,,,,,,2.0,,,ChargePoint Network,{'url': 'http://www.chargepoint.com/'},GPS,41.12019,-74.11686,2021-07-15T00:00:00.000,175755,2021-07-15 00:25:19,,,,2021-01-27T00:00:00.000,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,"{'type': 'Point', 'coordinates': [-74.11686, 41.12019]}",529,1454,628
ELEC,JLRWHITEPLAINS STATION 01,265 east Main Street,,White Plains,NY,10601,,888-758-4389,E,,Public,24 hours daily,,,,,,1.0,,,ChargePoint Network,{'url': 'http://www.chargepoint.com/'},GPS,41.034269,-73.764702,2021-07-15T00:00:00.000,162281,2021-07-15 00:25:19,,,,2020-06-12T00:00:00.000,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,"{'type': 'Point', 'coordinates': [-73.764702, 41.034269]}",949,1435,2185
ELEC,STRONG MUSEUM STRONG L1 #2,1 Manhattan Square Dr,,Rochester,NY,14607,,888-758-4389,E,,Public,Mon 8:00am - 5:00pm; Tue 8:00am - 5:00pm; Wed 8:00am - 5:00pm; Thu 8:00am - 5:00pm; Fri 8:00am - 8:00pm; Sat 8:00am - 8:00pm; Sun 8:00am - 5:00pm,,,,,,2.0,,,ChargePoint Network,{'url': 'http://www.chargepoint.com/'},GPS,43.152099,-77.600934,2021-07-15T00:00:00.000,174553,2021-07-15 00:25:19,,,,2021-01-27T00:00:00.000,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,"{'type': 'Point', 'coordinates': [-77.600934, 43.152099]}",537,1665,2093
ELEC,MP 225 LLC NS1-100 JAY ST,100 Jay St,,New York,NY,11201,,888-758-4389,E,,Public,24 hours daily,,,,,,2.0,,,ChargePoint Network,{'url': 'http://www.chargepoint.com/'},GPS,40.70182,-73.986824,2021-07-15T00:00:00.000,162487,2021-07-15 00:25:19,,,,2020-06-12T00:00:00.000,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,"{'type': 'Point', 'coordinates': [-73.986824, 40.70182]}",894,880,2095
ELEC,ATRIUM EVCHARGE PRC-EV1,634 Plank Rd,,Clifton Park,NY,12065,,888-758-4389,E,,Public,24 hours daily,,,,,,2.0,,,ChargePoint Network,{'url': 'http://www.chargepoint.com/'},GPS,42.866741,-73.77799,2021-07-15T00:00:00.000,174928,2021-07-15 00:25:19,,,,2021-01-27T00:00:00.000,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,"{'type': 'Point', 'coordinates': [-73.77799, 42.866741]}",1009,1190,2141
ELEC,Pratt and Whitney HMI Metal Powders,2395 Main St,,Clayville,NY,13322,,866-816-7584,E,,Public - Credit card at all times,24 hours daily; Also accepts Paypal,A D M V,,,,,2.0,,,EV Connect,{'url': 'http://evconnect.com/'},200-9,42.97801,-75.249586,2020-10-09T00:00:00.000,166427,2021-03-11 23:22:17,P,,,2020-01-16T00:00:00.000,,,,,J1772,US,,,,Public - Carte de crédit en tout temps,,public,CREDIT_CARD_ALWAYS,,FACTORY,,,,,,,,,,,,,,,,,"{'type': 'Point', 'coordinates': [-75.249586, 42.97801]}",920,536,625
ELEC,HUDSON PRESERVE BLDG 22 #2,1901 Beryl Way,,Watervliet,NY,12189,,888-758-4389,E,,Public,24 hours daily,,,,,,2.0,,,ChargePoint Network,{'url': 'http://www.chargepoint.com/'},GPS,42.733055,-73.728065,2021-07-15T00:00:00.000,174205,2021-07-15 00:25:19,,,,2021-01-27T00:00:00.000,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,"{'type': 'Point', 'coordinates': [-73.728065, 42.733055]}",834,19,2030
